Date,Open,High,Low,Close,Volume
2021-05-28,120900,122200,118200,120500,1366809
2021-05-31,120700,122000,120000,121000,543350
2021-06-01,121000,121400,119700,119800,452181
2021-06-02,119800,120400,117000,117200,666260
2021-06-03,117300,119100,116400,117600,547385
2021-06-04,117600,120500,116300,119200,711467
2021-06-07,119900,120000,117000,117300,505946
2021-06-08,117400,121300,117400,119500,965105
2021-06-09,120000,120500,115800,116100,716614
2021-06-10,116900,119700,116300,117100,1140821
2021-06-11,117900,119500,116900,117600,510752
2021-06-14,119600,124300,118600,123400,2098440
2021-06-15,123800,124000,120000,120300,963826
2021-06-16,120300,120500,118200,118200,713096
2021-06-17,117300,119500,117200,118200,445162
2021-06-18,117100,120500,117100,119300,763055
2021-06-21,119000,123900,118700,122800,1206925
2021-06-22,123300,123400,120100,120400,701340
2021-06-23,121200,125200,120400,123600,1440626
2021-06-24,124100,125100,122000,122300,802658
2021-06-25,123000,123100,113200,114800,1742837
2021-06-28,115900,117100,115200,115200,770189
2021-06-29,116200,116500,114800,115200,464690
2021-06-30,114900,117500,114900,115700,571769
2021-07-01,116300,117000,114800,115800,479774
2021-07-02,116000,116100,114600,114800,491874
2021-07-05,115000,118200,114900,116600,693690
2021-07-06,116200,116200,114600,114700,564072
2021-07-07,115100,115300,114200,114200,454571
2021-07-08,114800,115100,112100,112100,762894
2021-07-09,111200,112000,109400,111000,785268
2021-07-12,112100,114800,111700,111800,514655
2021-07-13,112300,114100,111700,112100,474612
2021-07-14,111900,112100,110200,110500,474204
2021-07-15,110600,115000,110600,113500,670641
2021-07-16,113300,115400,111500,114700,758269
2021-07-19,115800,116100,111900,112300,571949
2021-07-20,113000,118000,113000,116700,1455705
2021-07-21,118100,118100,115300,115700,689500
2021-07-22,116400,117000,115200,116400,424256
2021-07-23,115600,117800,115500,116100,349250
2021-07-26,116600,116800,112700,114200,513425
2021-07-27,115000,117500,113100,113700,662493
2021-07-28,113300,114200,110800,111200,675552
2021-07-29,111300,112000,110800,111000,345503
2021-07-30,111000,111200,107000,107400,896371
2021-08-02,107500,113400,107500,112700,881399
2021-08-03,113200,114100,111200,114000,465403
2021-08-04,114300,117900,113600,116900,771285
2021-08-05,117100,118200,115600,116200,441486
2021-08-06,117100,117200,115300,116800,397639
2021-08-09,116300,116400,113500,113600,514136
2021-08-10,113700,115700,113300,113400,493238
2021-08-11,113700,122800,113200,120500,2891071
2021-08-12,123100,124300,119600,119800,1262118
2021-08-13,120800,123300,117400,119200,1074615
2021-08-17,118300,121100,116500,117900,975333
2021-08-18,117900,118800,115500,117500,613178
2021-08-19,116300,118200,114000,114100,786042
2021-08-20,114500,116100,110200,110800,936721
2021-08-23,111500,120400,111500,119600,1574938
2021-08-24,121300,121600,118300,120200,863275
2021-08-25,120300,120300,117300,120300,556546
2021-08-26,120400,124300,119200,121900,1092892
