Date,Open,High,Low,Close,Volume
2021-05-11,258000,261000,253500,259000,195611
2021-05-12,259000,264000,244500,246000,382142
2021-05-13,242000,246000,238000,240500,248997
2021-05-14,245000,245000,241000,242500,149565
2021-05-17,242500,248500,242500,248500,143607
2021-05-18,250000,260500,249000,260500,395521
2021-05-20,261000,266000,255000,266000,342100
2021-05-21,268000,272000,257500,261500,357864
2021-05-24,263000,272000,261000,263500,543930
2021-05-25,265000,266000,255000,260500,307669
2021-05-26,261500,264000,256500,259000,257975
2021-05-27,259500,260000,252000,253000,1175231
2021-05-28,255000,263000,254500,261000,285689
2021-05-31,263500,267000,261500,265000,225074
2021-06-01,266000,266500,258000,261000,183347
2021-06-02,263000,266500,261500,263500,204841
2021-06-03,264000,274000,262500,269500,410640
2021-06-04,268500,269000,260000,266000,284503
2021-06-07,267000,268000,261000,265500,153686
2021-06-08,265000,267000,263500,265000,153360
2021-06-09,265000,265000,261000,262000,166528
2021-06-10,262000,279000,261500,272500,946188
2021-06-11,272500,277500,271500,275500,324529
2021-06-14,277000,286000,276500,282000,502504
2021-06-15,285000,293000,279500,289000,461455
2021-06-16,290500,298000,287000,292000,478261
2021-06-17,292000,301000,289000,297000,567305
2021-06-18,298500,326500,297500,313000,1630734
2021-06-21,313000,321000,299500,308000,556480
2021-06-22,311000,324500,311000,324500,607966
2021-06-23,334500,337000,318500,321500,687701
2021-06-24,326000,329500,317500,322000,375522
2021-06-25,326000,326500,312000,314000,354850
2021-06-28,310500,317000,307500,312000,331362
2021-06-29,288500,294500,286500,289000,4827044
2021-06-30,290500,298500,289000,292500,1002404
2021-07-01,293500,304500,292500,302000,734474
2021-07-02,302000,305500,296500,303000,654721
2021-07-05,306000,315000,303000,306500,438374
2021-07-06,307500,308500,300500,302000,321244
2021-07-07,303000,304000,297000,297500,371676
2021-07-08,298500,301500,290000,294000,374006
2021-07-09,291500,310000,289000,308000,667038
2021-07-12,310000,314500,302500,307000,387814
2021-07-13,306500,315000,306000,309000,407290
2021-07-14,312000,323000,309000,319000,530995
2021-07-15,320000,322000,315500,319500,238471
2021-07-16,319000,319000,314500,317500,227008
2021-07-19,317000,317500,310500,315000,209873
2021-07-20,311500,318500,299000,306000,484428
2021-07-21,311000,312000,296500,298500,388660
2021-07-22,301500,306500,298500,301500,254160
2021-07-23,300500,306500,299000,303000,196806
2021-07-26,305000,307000,298500,299000,170632
2021-07-27,301000,302000,296500,298500,129698
2021-07-28,299000,303500,297500,299000,153207
2021-07-29,299500,302000,295000,297000,160168
2021-07-30,296500,297000,289500,289500,231902
2021-08-02,292500,299000,291000,294500,197854
2021-08-03,295000,301000,289000,291500,210664
2021-08-04,291500,297500,290000,295500,131349
2021-08-05,297000,300500,295500,298500,166125
2021-08-06,303500,310500,298000,310000,326148
2021-08-09,307500,311500,304000,308000,189206
2021-08-10,308000,316000,306500,313500,258863
2021-08-11,312500,313000,299000,301000,239660
2021-08-12,304000,305500,299500,303500,158960
2021-08-13,301000,303000,296500,299000,162223
2021-08-17,299500,303500,289000,291500,222761
2021-08-18,289500,295000,282000,293000,174415
2021-08-19,290500,294000,285000,285000,158306
2021-08-20,284000,290500,267500,274000,374222
2021-08-23,274500,284500,274500,283500,140378
2021-08-24,286000,292000,286000,288500,132347
2021-08-25,288500,290000,283500,285500,100549
2021-08-26,287500,289500,285000,287000,92396
