Date,Open,High,Low,Close,Volume
2020-01-09,32816,33216,32615,32917,878319
2020-01-10,33118,33419,32716,33118,401906
2020-01-13,33217,33618,33117,33519,475667
2020-01-14,33618,33818,33217,33519,423286
2020-01-15,33518,34220,33418,34121,462119
2020-01-16,34120,34521,34120,34422,260049
2020-01-17,34420,34621,33719,33820,354724
2020-01-20,33919,34119,33518,33820,380510
2020-01-21,33820,33921,32817,33118,389155
2020-01-22,33317,33919,33016,33318,504350
2020-01-23,33718,33718,33016,33218,323420
2020-01-28,32114,32817,32014,32616,513228
2020-01-29,33218,33318,32616,32817,255167
2020-01-30,32716,33218,32215,32516,418908
2020-01-31,32614,32915,31812,31913,346067
2020-02-03,31311,32215,31311,32014,423907
2020-02-04,32414,33216,32214,33017,394773
2020-02-05,33417,33517,32414,32716,456954
2020-02-06,33217,33718,32816,33318,552044
2020-02-07,33519,34222,33318,33620,522100
2020-02-10,33620,34021,33318,33921,375209
2020-02-11,33920,34120,33719,34121,307120
2020-02-12,34021,34523,33720,34523,407917
2020-02-13,35025,36430,34824,35928,1877980
2020-02-14,36329,37032,35928,36129,948085
2020-02-17,36129,36530,35928,36229,329408
2020-02-18,36229,36831,35928,36530,587253
2020-02-19,36931,38236,36831,38136,1362998
2020-02-20,38235,38435,37733,38236,547405
2020-02-21,37834,38435,37633,38035,558497
2020-02-24,37030,37331,36529,36831,792733
2020-02-25,36529,37331,36128,37232,596763
2020-02-26,36830,37230,36429,36931,516378
2020-02-27,36929,37230,35425,35827,785062
2020-02-28,35025,35426,34222,34523,1022917
2020-03-02,35025,35426,34021,35125,793495
2020-03-03,36229,36329,35125,35125,629017
2020-03-04,34923,36327,34923,36028,709188
2020-03-05,36628,36729,35425,36028,821744
2020-03-06,35424,35825,34923,35225,568424
2020-03-09,34322,34422,33318,33620,805638
2020-03-10,33017,35025,32917,34724,950875
2020-03-11,34523,35025,33519,33921,550227
2020-03-12,33519,33921,31813,32315,1218070
2020-03-13,30106,32413,29102,31913,1601985
2020-03-16,32514,32915,29604,29605,1252484
2020-03-17,28300,30205,28099,29605,1221046
2020-03-18,29806,30508,28200,28301,1107527
2020-03-19,29204,29505,25591,26896,2157141
2020-03-20,27698,30308,26996,30007,1765756
2020-03-23,27697,29704,27597,28802,1569378
2020-03-24,30206,31109,29504,31010,1271387
2020-03-25,32213,32614,30307,31010,1290376
2020-03-26,31109,31309,30106,30207,893688
2020-03-27,31412,31512,29906,30609,958988
2020-03-30,30006,31008,29604,30709,668254
2020-03-31,31111,31913,30508,31211,1042474
2020-04-01,31309,31811,30106,30207,794295
2020-04-02,30507,31511,29905,31512,1043790
2020-04-03,31811,31911,31110,31612,545749
2020-04-06,31813,32315,31612,32215,807805
2020-04-07,32815,33015,31812,32114,920798
2020-04-08,31913,32215,31713,31713,738303
2020-04-09,32315,32315,31612,31713,726920
