Date,Open,High,Low,Close,Volume
2020-07-22,316696,317187,309331,315715,748686
2020-07-23,315714,320132,311295,316206,707386
2020-07-24,311786,322096,311295,313260,789309
2020-07-27,314241,315223,310804,311296,507367
2020-07-28,317678,318168,310313,311787,666062
2020-07-29,308839,311294,292637,296075,1903406
2020-07-30,294110,305402,281835,294602,2723830
2020-07-31,294601,300492,290673,291165,823746
2020-08-03,288709,296074,278398,293620,1521548
2020-08-04,294110,301474,291655,296566,891486
2020-08-05,298529,309331,298038,309332,1063211
2020-08-06,313749,314240,303930,305404,832683
2020-08-07,305403,311295,301966,308841,963799
2020-08-10,315222,318168,307858,309332,1221244
2020-08-11,309822,312767,306876,308350,693402
2020-08-12,306875,307857,295583,296566,1121637
2020-08-13,297056,314240,296074,302949,1754825
2020-08-14,302457,306384,294601,299021,1037943
2020-08-18,301475,310312,296074,298530,1163773
2020-08-19,308348,308839,297547,298530,880282
2020-08-20,297547,311294,295583,299512,1708375
2020-08-21,302456,302947,290673,295584,1037558
2020-08-24,299020,305403,296074,304422,814190
2020-08-25,304912,305402,299020,300985,600050
2020-08-26,306385,313749,303439,304913,1262116
2020-08-27,304911,305403,298529,299021,722862
2020-08-28,300493,302457,298038,299021,557944
2020-08-31,299510,300002,291164,291656,1079872
2020-09-01,291655,296565,289691,292638,668602
2020-09-02,294110,298529,292637,295093,547657
2020-09-03,295092,296074,292146,294111,497412
2020-09-04,286745,291655,286745,288710,612252
2020-09-07,289691,300493,285763,299512,1016576
2020-09-08,297547,316205,291655,312278,2698135
2020-09-09,308839,316204,292637,293129,2482466
2020-09-10,294110,297055,288709,293129,1246969
2020-09-11,293128,301965,291164,293129,1022761
2020-09-14,293618,295582,289200,290674,508097
2020-09-15,291164,293618,288709,290674,413089
2020-09-16,291655,297546,290673,291656,438867
2020-09-17,294109,294109,285763,286255,685924
2020-09-18,293618,295582,286254,286255,754705
2020-09-21,286253,287726,272015,273489,1074281
2020-09-22,271525,277417,259250,263178,1337964
2020-09-23,264160,268088,251885,261214,1302410
2020-09-24,254831,259741,244520,245502,1321525
2020-09-25,247957,259741,247466,253849,1251340
2020-09-28,264651,264651,249921,250412,1037814
2020-09-29,251885,253849,246484,252867,686838
2020-10-05,254340,255813,246483,249921,639048
2020-10-06,250903,254340,249921,253358,556717
2020-10-07,254340,256795,251885,255813,492558
2020-10-08,258268,266615,257286,257286,874989
2020-10-12,261705,269561,258759,268579,774825
2020-10-13,271034,271034,263669,265633,541433
2020-10-14,264160,264651,256795,257286,585306
2020-10-15,256304,258268,249430,250412,627073
2020-10-16,249921,257777,249430,251885,543139
2020-10-19,251885,256795,249921,250903,517772
2020-10-20,247466,248448,236173,241083,1215368
2020-10-21,239610,242065,236173,239610,625587
2020-10-22,237155,241083,231754,233227,831654
2020-10-23,234209,237646,229299,233718,723304
2020-10-26,238628,244520,232245,233718,945429
2020-10-27,233227,240592,229790,234700,687981
2020-10-28,236664,238628,234700,238137,426527
