Date,Open,High,Low,Close,Volume
2021-03-18,51900,52400,51600,52300,473174
2021-03-19,51600,53600,51200,53600,1054353
2021-03-22,53600,53600,52600,53500,388251
2021-03-23,53500,53800,51800,51800,507559
2021-03-24,51800,52400,51200,52000,329573
2021-03-25,51700,52900,51300,52100,337742
2021-03-26,52300,52800,51600,51900,321974
2021-03-29,51900,51900,50600,50900,395420
2021-03-30,51000,53400,51000,53000,793425
2021-03-31,53300,53500,52100,52400,382604
2021-04-01,52400,52500,51600,52000,283017
2021-04-02,52000,52300,51600,51900,270823
2021-04-05,52000,52500,51600,52400,329011
2021-04-06,52600,53100,52400,53000,520062
2021-04-07,53500,54900,53100,54400,1213353
2021-04-08,54600,55900,54000,54600,1081683
2021-04-09,55100,55400,54100,54100,499505
2021-04-12,54200,55600,54200,54800,703694
2021-04-13,55500,56500,55200,56000,956290
2021-04-14,56400,56600,55100,56000,577459
2021-04-15,56300,58600,56200,57400,1404969
2021-04-16,57500,57900,56600,57900,836715
2021-04-19,58600,59000,57500,58100,886021
2021-04-20,58000,58000,57100,57600,572117
2021-04-21,57100,57200,56000,56000,814021
2021-04-22,56000,57100,56000,56000,478451
2021-04-23,56000,57300,55200,57300,666326
2021-04-26,57700,58100,56800,57200,444375
2021-04-27,57200,57200,56100,56200,495833
2021-04-28,56200,56300,55000,55500,536591
2021-04-29,55500,55600,53600,54600,546889
2021-04-30,54400,54600,53600,54200,369371
2021-05-03,54200,54300,51700,51700,844561
2021-05-04,51500,53300,50200,53300,1038216
2021-05-06,53300,54000,51600,52700,627027
2021-05-07,52800,53500,52700,52800,371405
2021-05-10,53100,54000,53100,53900,459049
2021-05-11,53800,53800,53000,53000,388187
2021-05-12,52400,52400,50900,50900,1153117
2021-05-13,49900,50800,49350,49850,732565
2021-05-14,50400,51100,50100,50400,379374
2021-05-17,50800,51200,50400,50700,352529
2021-05-18,50700,51300,50500,50900,353275
2021-05-20,50900,51000,50200,50700,264765
2021-05-21,51000,51200,50700,51000,254722
2021-05-24,51000,51200,50500,50900,267655
2021-05-25,51200,51300,50900,51100,265382
2021-05-26,51200,52700,51100,52400,531381
2021-05-27,52500,52600,51100,51300,466499
2021-05-28,51800,52500,51600,52100,328488
2021-05-31,52300,53400,52300,52300,304867
2021-06-01,52300,52800,52300,52500,274023
2021-06-02,52600,53500,52500,53400,521769
2021-06-03,53900,55800,53800,55300,1232727
2021-06-04,55800,56700,55400,55900,966623
2021-06-07,56100,56600,55000,56200,714766
2021-06-08,56500,56500,55600,55600,530755
2021-06-09,55800,57000,55700,55900,760472
2021-06-10,56300,56400,55300,56400,717194
2021-06-11,56700,56900,55900,56600,481860
2021-06-14,56600,58200,56200,57800,1104993
2021-06-15,57800,58200,57100,57700,525483
2021-06-16,57800,58000,56500,56800,581837
2021-06-17,56400,56500,55100,55900,769155
2021-06-18,56200,58800,55200,57700,1800217
2021-06-21,57600,58500,56300,56700,854560
2021-06-22,56800,57700,55800,56600,517545
2021-06-23,55500,56400,55000,55700,890172
2021-06-24,55700,56300,54600,55000,720175
2021-06-25,55600,56600,55500,55800,559544
2021-06-28,56000,56100,54800,55100,754215
2021-06-29,56000,60800,55600,59700,6225740
2021-06-30,59800,60400,57500,57800,2964777
2021-07-01,58200,59100,57200,57500,1451292
2021-07-02,58400,73500,58300,71600,20948559
2021-07-05,76100,83400,73900,76000,20566838
2021-07-06,75900,78700,74800,76100,7122622
2021-07-07,76100,77000,74800,75500,1390792
2021-07-08,77400,80600,77400,80300,2789350
2021-07-09,82000,84500,80900,84500,2507748
2021-07-12,85000,86600,78500,80000,5968805
2021-07-13,79500,84700,79100,83100,5829928
2021-07-14,83000,84200,80500,81200,2717127
2021-07-15,81800,82300,79900,81200,2311306
2021-07-16,80600,89200,79900,86500,9598026
2021-07-19,85300,86000,83200,84100,2459354
2021-07-20,82800,86100,82700,83900,2462459
2021-07-21,85500,93100,84700,88400,9264735
2021-07-22,88900,101500,88800,100200,15563864
2021-07-23,101000,103000,97700,100400,5814696
2021-07-26,103000,106000,94600,95000,6420527
2021-07-27,96300,98700,94100,96500,3294618
2021-07-28,95200,97700,93200,94000,2186365
2021-07-29,94700,96200,92200,93600,2727380
2021-07-30,94200,94500,88700,89100,3052848
2021-08-02,89400,89800,86000,86400,2741726
2021-08-03,87000,87400,81700,83400,4020105
2021-08-04,83300,84600,81800,83400,3200398
2021-08-05,84400,85600,83700,84200,2730707
2021-08-06,83700,84400,81800,82100,2064198
2021-08-09,82500,85000,82100,82600,2070554
2021-08-10,81800,83900,81000,83700,1736597
2021-08-11,83600,83600,80600,80800,1586145
2021-08-12,80200,82900,78600,78800,2672462
2021-08-13,77200,78000,73500,77200,8694843
2021-08-17,76500,78300,76100,77100,2030856
2021-08-18,77400,81300,77300,77800,3025686
2021-08-19,78600,79800,75900,76100,1999532
2021-08-20,77000,79600,76200,77600,2693377
2021-08-23,78500,78700,74200,75300,1738511
2021-08-24,75600,76700,74700,75900,1093879
2021-08-25,76100,78100,75100,76800,1190558
2021-08-26,78900,87600,78300,85400,10860719
